,model,level,threshold,method,accuracy,f1_score,recall,precision
54,full_model2,alt,0.5,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
55,full_model2,alt,0.55,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
56,full_model2,alt,0.6000000000000001,method2,0.10035650623885918,0.18028260516485303,0.9970059880239521,0.099101243973573
57,full_model2,alt,0.6500000000000001,method2,0.11800356506238859,0.18034235229155163,0.9778443113772455,0.099330900243309
58,full_model2,alt,0.7000000000000002,method2,0.26209150326797387,0.186865710731356,0.8544910179640719,0.10490333014776153
59,full_model2,alt,0.7500000000000002,method2,0.6117052881758764,0.20778276154685416,0.5131736526946108,0.13026295789633682
60,full_model2,alt,0.8000000000000003,method2,0.8453357100415924,0.175483053531834,0.1658682634730539,0.1862811028917283
61,full_model2,alt,0.8500000000000003,method2,0.8944741532976828,0.055319148936170216,0.031137724550898204,0.24761904761904763
62,full_model2,alt,0.9000000000000004,method2,0.9003565062388592,0.010619469026548674,0.005389221556886228,0.36
63,job_models,alt,0.5,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
64,job_models,alt,0.55,method2,0.10071301247771836,0.1803411860276198,0.9970059880239521,0.09913664781184876
65,job_models,alt,0.6000000000000001,method2,0.13927510398098633,0.18158192090395478,0.9622754491017964,0.10024953212726138
66,job_models,alt,0.6500000000000001,method2,0.39667260843731433,0.19705835837418947,0.7461077844311377,0.11352040816326531
67,job_models,alt,0.7000000000000002,method2,0.7373737373737373,0.22537679635471436,0.3850299401197605,0.1593161546085233
68,job_models,alt,0.7500000000000002,method2,0.8646464646464647,0.14167294649585532,0.1125748502994012,0.1910569105691057
69,job_models,alt,0.8000000000000003,method2,0.894058229352347,0.05109100585417776,0.02874251497005988,0.22966507177033493
70,job_models,alt,0.8500000000000003,method2,0.8995840760546643,0.014002333722287048,0.00718562874251497,0.2727272727272727
71,job_models,alt,0.9000000000000004,method2,0.9005941770647653,0.004759071980963712,0.0023952095808383233,0.36363636363636365
72,full_models2,level2,0.5,method2,0.10035650623885918,0.18054879038805,0.9988023952095808,0.09924436246801928
73,full_models2,level2,0.55,method2,0.1213903743315508,0.1794572998168803,0.9682634730538923,0.09889303406519478
74,full_models2,level2,0.6000000000000001,method2,0.1847296494355318,0.17705271996641272,0.8838323353293414,0.09838032393521295
75,full_models2,level2,0.6500000000000001,method2,0.2598336304218657,0.1783523514280061,0.8095808383233533,0.1002149581202283
76,full_models2,level2,0.7000000000000002,method2,0.31734997029114675,0.17706468018050284,0.7401197604790419,0.10056138638027826
77,full_models2,level2,0.7500000000000002,method2,0.38579916815210935,0.17244415979505243,0.6449101796407186,0.09952869420571112
78,full_models2,level2,0.8000000000000003,method2,0.4717171717171717,0.1672754519059661,0.5347305389221557,0.09914510935938714
79,full_models2,level2,0.8500000000000003,method2,0.5941176470588235,0.16255976461934535,0.3970059880239521,0.10220440881763528
80,full_models2,level2,0.9000000000000004,method2,0.7215092097445038,0.1501359927470535,0.24790419161676647,0.10767230169050715
81,concept_models,alt,0.5,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
82,concept_models,alt,0.55,method2,0.10065359477124183,0.18033141990685583,0.9970059880239521,0.09913074541557514
83,concept_models,alt,0.6000000000000001,method2,0.13927510398098633,0.18158192090395478,0.9622754491017964,0.10024953212726138
84,concept_models,alt,0.6500000000000001,method2,0.39631610219845514,0.1969649067341132,0.7461077844311377,0.11345838645055545
85,concept_models,alt,0.7000000000000002,method2,0.7374331550802139,0.22568775188365164,0.38562874251497004,0.15952439930641565
86,concept_models,alt,0.7500000000000002,method2,0.8645276292335116,0.14156626506024098,0.1125748502994012,0.19066937119675456
87,concept_models,alt,0.8000000000000003,method2,0.894058229352347,0.05109100585417776,0.02874251497005988,0.22966507177033493
88,concept_models,alt,0.8500000000000003,method2,0.8995840760546643,0.014002333722287048,0.00718562874251497,0.2727272727272727
89,concept_models,alt,0.9000000000000004,method2,0.9005941770647653,0.004759071980963712,0.0023952095808383233,0.36363636363636365
90,job_models,level3,0.5,method2,0.10707070707070707,0.18041012216404886,0.9904191616766467,0.09924396975879035
91,job_models,level3,0.55,method2,0.11633986928104575,0.1803350970017637,0.9796407185628743,0.0993080004856137
92,job_models,level3,0.6000000000000001,method2,0.1319073083778966,0.180318671454219,0.9622754491017964,0.09948000495233379
93,job_models,level3,0.6500000000000001,method2,0.15710041592394533,0.17857556456282572,0.9233532934131736,0.09884615384615385
94,job_models,level3,0.7000000000000002,method2,0.20926916221033867,0.17892398815399801,0.8682634730538922,0.09973861604072087
95,job_models,level3,0.7500000000000002,method2,0.2956625074272133,0.1811273832550428,0.7850299401197605,0.10237388724035608
96,job_models,level3,0.8000000000000003,method2,0.4205585264408794,0.17898636134029297,0.6365269461077845,0.10413401253918496
97,job_models,level3,0.8500000000000003,method2,0.6030897207367796,0.17408506429277945,0.4215568862275449,0.10969149267684637
98,job_models,level3,0.9000000000000004,method2,0.7775401069518717,0.14364135407136322,0.18802395209580838,0.11621021465581051
99,concept_models,level1,0.5,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
100,concept_models,level1,0.55,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
101,concept_models,level1,0.6000000000000001,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
102,concept_models,level1,0.6500000000000001,method2,0.0992275698158051,0.18054054054054053,1.0,0.0992275698158051
103,concept_models,level1,0.7000000000000002,method2,0.10273321449792037,0.18040705563093623,0.9952095808383233,0.09919427036705461
104,concept_models,level1,0.7500000000000002,method2,0.24367201426024956,0.18367216058487784,0.8574850299401198,0.10285139696904402
105,concept_models,level1,0.8000000000000003,method2,0.7399881164587047,0.19529238690695108,0.31796407185628744,0.1409235668789809
106,concept_models,level1,0.8500000000000003,method2,0.8916815210932858,0.06368772470467386,0.037125748502994015,0.22382671480144403
107,concept_models,level1,0.9000000000000004,method2,0.9,0.009417304296645085,0.004790419161676647,0.27586206896551724
108,concept_models,level2,0.5,method2,0.09934640522875816,0.18047145328719724,0.9994011976047904,0.09919172708902889
109,concept_models,level2,0.55,method2,0.17736185383244207,0.18400424353156125,0.9347305389221557,0.10204615284042623
110,concept_models,level2,0.6000000000000001,method2,0.6165181224004753,0.19905683792504347,0.4802395209580838,0.1255479023168441
111,concept_models,level2,0.6500000000000001,method2,0.8434343434343434,0.1442026632023384,0.13293413173652693,0.15755855216465578
112,concept_models,level2,0.7000000000000002,method2,0.890255496137849,0.0695214105793451,0.04131736526946108,0.21904761904761905
113,concept_models,level2,0.7500000000000002,method2,0.8985145573380867,0.020642201834862386,0.010778443113772455,0.24324324324324326
114,concept_models,level2,0.8000000000000003,method2,0.9000594177064766,0.010588235294117648,0.005389221556886228,0.3
115,concept_models,level2,0.8500000000000003,method2,0.9007130124777184,0.004764740917212626,0.0023952095808383233,0.4444444444444444
116,concept_models,level2,0.9000000000000004,method2,0.9006535947712418,0.0011947431302270011,0.0005988023952095808,0.25
117,job_models,level2,0.5,method2,0.0994058229352347,0.18056982213331893,1.0,0.09924526059309444
118,job_models,level2,0.55,method2,0.49393939393939396,0.20867787791507944,0.6724550898203593,0.12350159463323436
119,job_models,level2,0.6000000000000001,method2,0.8026143790849674,0.189360663738409,0.23233532934131737,0.15980230642504117
120,job_models,level2,0.6500000000000001,method2,0.8757575757575757,0.10296010296010295,0.0718562874251497,0.1815431164901664
121,job_models,level2,0.7000000000000002,method2,0.894058229352347,0.04499196572040706,0.025149700598802394,0.2131979695431472
122,job_models,level2,0.7500000000000002,method2,0.8987522281639929,0.022935779816513763,0.011976047904191617,0.2702702702702703
123,job_models,level2,0.8000000000000003,method2,0.8999405822935235,0.007075471698113207,0.003592814371257485,0.23076923076923078
124,job_models,level2,0.8500000000000003,method2,0.9003565062388592,0.002379535990481856,0.0011976047904191617,0.18181818181818182
125,job_models,level2,0.9000000000000004,method2,0.9005347593582887,0.0011933174224343676,0.0005988023952095808,0.16666666666666666
